line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
31,"text = re.sub(RE_P0, '', text)  ",1,0,32,1,0,0,0,0,1
33,"text = re.sub(RE_P1, '', text)  ",0,0,32,1,0,0,0,0,1
34,"text = re.sub(RE_P9, '', text)  ",0,0,32,1,0,0,0,0,1
35,"text = re.sub(RE_P10, '', text)  ",0,0,33,1,0,0,0,0,1
36,"text = re.sub(RE_P11, '', text)  ",0,0,33,1,0,0,0,0,1
37,"text = re.sub(RE_P14, '', text)  ",0,0,33,1,0,0,0,0,1
38,"text = re.sub(RE_P5, '\\3', text)  ",0,0,35,1,0,0,0,0,1
40,if simplify_links:,0,1,18,0,0,0,0,0,0
41,"text = re.sub(RE_P6, '\\2', text)  ",0,0,35,1,0,0,0,0,1
43,"text = text.replace(""!!"", ""\n|"")  ",0,0,34,0,0,0,1,1,1
44,"text = text.replace(""|-||"", ""\n|"")  ",0,0,36,0,1,0,1,1,1
45,"text = re.sub(RE_P12, '\n', text)  ",0,0,35,1,0,0,0,0,1
46,"text = text.replace('|||', '|\n|')  ",0,0,36,0,0,0,1,1,1
47,"text = text.replace('||', '\n|')  ",0,0,34,0,0,0,1,1,1
48,"text = re.sub(RE_P13, '\n', text)  ",0,0,35,1,0,0,0,0,1
49,"text = re.sub(RE_P17, '\n', text)  ",0,0,35,1,0,0,0,0,1
52,"text = text.replace('[]', '')",0,0,29,0,0,0,1,0,1
54,if old == text or iters > 2:,0,1,28,0,0,0,0,0,0
55,break,0,1,5,0,0,0,0,0,0
57,if promote_remaining:,0,1,21,0,0,0,0,0,0
58,"text = text.replace('[', '').replace(']', '')  ",0,0,47,0,0,0,1,0,1
60,    return text,0,1,15,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
1,import math,0,1,11,0,0,0,0,0,0
3,"def getPermutation(self, n: int, k: int) -> str:",0,1,48,0,1,0,0,0,0
4,s=[],0,0,4,0,0,0,0,0,1
5,for i in range(n):,0,1,18,0,0,0,0,0,0
6,s.append(str(i+1)),0,0,18,0,1,1,0,0,0
8,"def fun(s,k,l):",0,1,15,0,0,0,0,0,0
9,p=[],0,0,4,0,0,0,0,0,1
10,fact=math.factorial(l),0,0,22,0,1,0,0,0,1
12,while (s!=[]):,0,1,14,0,0,0,0,0,1
13,fact=fact//l,0,0,12,0,1,0,0,0,1
15,"i,k=divmod(k,fact)",0,0,18,0,0,0,0,0,1
17,x=s[i],0,0,6,0,0,0,0,0,1
18,p.append(x),0,0,11,0,0,1,0,0,0
19,s=s[:i]+s[i+1:],0,0,15,0,1,0,0,0,1
23,l-=1,0,0,4,0,1,0,0,0,1
25,"return """".join(p)",0,1,17,0,0,0,1,0,0
27,"    return fun(s,k-1,n)
",0,1,24,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"LABELS_FILENAME = ""labels.txt""",0,0,30,0,0,0,0,0,1
4,"def read_label_file(dataset_dir, filename=LABELS_FILENAME):",0,1,59,0,0,0,0,0,1
5,"""""""Reads the labels file and returns a mapping from ID to class name.",0,1,69,0,0,0,0,0,0
7,Args:,0,0,5,0,0,0,0,0,0
8,dataset_dir: The directory in which the labels file is found.,0,1,61,0,0,0,0,0,0
9,filename: The filename where the class names are written.,0,1,57,0,0,0,0,0,0
11,Returns:,0,0,8,0,0,0,0,0,0
12,A map from a label (integer) to class name.,0,1,43,0,0,0,0,0,0
13,"""""""",0,0,3,0,0,0,0,0,0
14,"labels_filename = os.path.join(dataset_dir, filename)",0,1,53,0,0,0,1,0,1
15,"with tf.gfile.Open(labels_filename, ""rb"") as f:",0,1,47,0,0,0,0,0,0
16,lines = f.read().decode(),0,0,25,0,0,0,0,0,1
17,"lines = lines.split(""\n"")",0,0,25,0,0,0,0,0,1
18,"lines = filter(None, lines)",0,0,27,0,0,0,0,0,1
20,labels_to_class_names = {},0,1,26,0,0,0,0,0,1
21,for line in lines:,0,1,18,0,0,0,0,0,0
22,"index = line.index("":"")",0,0,23,0,0,0,0,0,1
23,labels_to_class_names[int(line[:index])] = line[index + 1 :],1,1,60,0,1,0,0,0,1
25,"    return labels_to_class_names
",0,1,33,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"s = ""hi there""",0,0,14,0,0,0,0,0,1
5,split_str_list = s.split(),0,0,26,0,0,0,0,0,1
8,split_str_list.reverse(),0,0,24,0,0,1,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"def min_bit_flips(start: int, goal: int) -> int:",0,1,48,0,1,0,0,0,0
6,exor = start ^ goal,0,0,19,0,0,0,0,1,1
8,count = 0,0,0,9,0,0,0,0,0,1
9,while exor:,0,1,11,0,0,0,0,0,0
11,exor = exor & (exor - 1),0,0,24,0,1,0,0,1,1
13,count += 1,0,0,10,0,1,0,0,0,1
14,return count,0,1,12,0,0,0,0,0,0
17,x = 0,0,0,5,0,0,0,0,0,1
18,start = 1,0,0,9,0,0,0,0,0,1
19,goal = 2,0,0,8,0,0,0,0,0,1
22,"x = min_bit_flips(start, goal)",1,0,30,0,0,0,0,0,1
26,x = x | 1,0,0,9,0,0,0,0,1,1
30,a = 1,0,0,5,0,0,0,0,0,1
32,"demorgan = ~(a | b) == (~a & ~b)
",0,0,33,0,0,0,0,1,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def _split(self, data):",0,1,23,0,0,0,0,0,0
3,"""""""",0,0,3,0,0,0,0,0,0
4,Split the Type 1 font into its three main parts.,0,0,48,0,0,0,0,0,0
6,"The three parts are: (1) the cleartext part, which ends in a",0,0,60,0,0,1,0,0,0
7,"eexec operator; (2) the encrypted part; (3) the fixed part,",0,0,59,0,0,0,0,0,0
8,which contains 512 ASCII zeros possibly divided on various,0,0,58,0,0,0,0,0,0
9,"lines, a cleartomark operator, and possibly something else.",0,1,59,0,0,1,0,0,0
10,"""""""",0,0,3,0,0,0,0,0,0
13,"idx = data.index(b""eexec"")",0,0,26,0,0,0,0,0,1
14,"idx += len(b""eexec"")",0,0,20,0,1,0,0,0,1
15,"while data[idx] in b"" \t\r\n"":",0,1,30,0,0,0,0,0,0
16,idx += 1,0,0,8,0,1,0,0,0,1
17,len1 = idx,0,0,10,0,0,0,0,0,1
21,"idx = data.rindex(b""cleartomark"") - 1",0,0,37,0,1,1,0,0,1
22,zeros = 512,0,0,11,0,0,0,0,0,1
23,"while zeros and data[idx] in b""0"" or data[idx] in b""\r\n"":",0,1,58,0,0,0,0,0,0
24,"if data[idx] in b""0"":",0,1,21,0,0,0,0,0,0
25,zeros -= 1,0,0,10,0,1,0,0,0,1
26,idx -= 1,0,0,8,0,1,0,0,0,1
27,if zeros:,0,1,9,0,0,0,0,0,0
30,"_log.info(""Insufficiently many zeros in Type 1 font"")",0,0,53,0,0,0,0,0,0
36,idx1 = len1 + ((idx - len1 + 2) & ~1)  ,1,0,39,0,1,0,0,1,1
39,binary = binascii.unhexlify(data[len1:idx1]),0,1,44,0,0,0,0,0,1
41,"    return data[:len1], binary, data[idx + 1 :]
",0,1,48,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def _decrypt_subtitles(self, data, iv, id):",0,1,43,0,0,0,0,0,0
3,data = bytes_to_intlist(compat_b64decode(data)),0,0,47,0,0,0,0,0,1
4,iv = bytes_to_intlist(compat_b64decode(iv)),0,0,43,0,0,0,0,0,1
5,id = int(id),0,0,12,0,0,0,0,0,1
7,"def obfuscate_key_aux(count, modulo, start):",0,1,44,0,0,0,0,0,0
8,output = list(start),0,0,20,0,0,0,0,0,1
9,for _ in range(count):,0,1,22,0,0,0,0,0,0
10,output.append(output[-1] + output[-2]),0,0,38,0,1,1,0,0,0
12,output = output[2:],0,0,19,0,0,0,0,0,1
13,"output = list(map(lambda x: x % modulo + 33, output))",0,1,53,0,1,0,0,0,1
14,return output,0,1,13,0,0,0,0,0,0
16,def obfuscate_key(key):,0,1,23,0,0,0,0,0,0
17,"num1 = int(floor(pow(2, 25) * sqrt(6.9)))",0,0,41,0,1,0,0,0,1
18,num2 = (num1 ^ key) << 5,1,0,24,0,0,0,0,1,1
20,num3 = key ^ num1,0,0,17,0,0,0,0,1,1
21,num4 = num3 ^ (num3 >> 3) ^ num2,0,0,32,0,0,0,0,1,1
22,"prefix = intlist_to_bytes(obfuscate_key_aux(20, 97, (1, 2)))",0,0,60,0,0,0,0,0,1
23,shaHash = bytes_to_intlist(sha1(prefix + str(num4).encode('ascii')).digest()),0,1,77,0,1,0,1,0,1
25,return shaHash + [0] * 12,0,1,25,0,1,0,0,0,0
27,key = obfuscate_key(id),0,0,23,0,0,0,0,0,1
30,    return zlib.decompress(decrypted_data),0,1,42,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"def min_bit_flips(start: int, goal: int) -> int:",0,1,48,0,1,0,0,0,0
6,exor = start ^ goal,0,0,19,0,0,0,0,1,1
8,count = 0,0,0,9,0,0,0,0,0,1
9,while exor:,0,1,11,0,0,0,0,0,0
11,exor = exor & (exor - 1),1,0,24,0,1,0,0,1,1
13,count += 1,0,0,10,0,1,0,0,0,1
14,return count,0,1,12,0,0,0,0,0,0
17,x = 0,0,0,5,0,0,0,0,0,1
18,start = 1,0,0,9,0,0,0,0,0,1
19,goal = 2,0,0,8,0,0,0,0,0,1
22,"x = min_bit_flips(start, goal)",0,0,30,0,0,0,0,0,1
26,x = x | 1,0,0,9,0,0,0,0,1,1
30,a = 1,0,0,5,0,0,0,0,0,1
32,"demorgan = ~(a | b) == (~a & ~b)
",0,0,33,0,0,0,0,1,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def reverseBits(self, n: int) -> int:",0,1,37,0,1,1,0,0,0
3,res = 0,0,0,7,0,0,0,0,0,1
4,for i in range(32):,0,1,19,0,0,0,0,0,0
5,bit = (n >> i) & 1,0,0,18,0,0,0,0,1,1
9,"    return res
",0,1,15,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def count_set_bits(n):,0,1,22,0,0,0,0,0,0
3,count = 0,0,0,9,0,0,0,0,0,1
4,while n:,0,1,8,0,0,0,0,0,0
5,count += n & 1,0,0,14,0,1,0,0,1,1
6,n >>= 1,0,0,7,0,0,0,0,1,1
7,return count,0,1,12,0,0,0,0,0,0
9,"def toggle_kth_bit(n, k):",0,1,25,0,0,0,0,0,0
10,return n ^ (1 << (k - 1)),0,1,25,0,1,0,0,1,0
12,def main():,0,1,11,0,0,0,0,0,0
13,num = 5,0,0,7,0,0,0,0,0,1
14,print(bin(num)) ,0,0,16,0,0,0,0,0,0
15,"print(""Number of set bits:"", count_set_bits(num))",0,0,49,0,0,0,0,0,0
17,"new_num_1 = toggle_kth_bit(num, 4)",1,0,34,0,0,0,0,0,1
19,for i in range(10):,0,1,19,0,0,0,0,0,0
20,"new_num_2 = toggle_kth_bit(num, 1)",0,0,34,0,0,0,0,0,1
21,print(bin(num)) ,0,0,16,0,0,0,0,0,0
22,"print(""Number of set bits:"", count_set_bits(num))",0,0,49,0,0,0,0,0,0
25,"    main()
",0,0,11,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"def min_bit_flips(start: int, goal: int) -> int:",0,1,48,0,1,0,0,0,0
6,exor = start ^ goal,0,0,19,0,0,0,0,1,1
8,count = 0,0,0,9,0,0,0,0,0,1
9,while exor:,0,1,11,0,0,0,0,0,0
11,exor = exor & (exor - 1),0,0,24,0,1,0,0,1,1
13,count += 1,0,0,10,0,1,0,0,0,1
14,return count,0,1,12,0,0,0,0,0,0
17,x = 0,0,0,5,0,0,0,0,0,1
18,start = 1,0,0,9,0,0,0,0,0,1
19,goal = 2,0,0,8,0,0,0,0,0,1
22,"x = min_bit_flips(start, goal)",0,0,30,0,0,0,0,0,1
26,x = x | 1,1,0,9,0,0,0,0,1,1
30,a = 1,0,0,5,0,0,0,0,0,1
32,"demorgan = ~(a | b) == (~a & ~b)
",0,0,33,0,0,0,0,1,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def count_set_bits(n):,0,1,22,0,0,0,0,0,0
3,count = 0,0,0,9,0,0,0,0,0,1
4,while n:,0,1,8,0,0,0,0,0,0
5,count += n & 1,0,0,14,0,1,0,0,1,1
6,n >>= 1,0,0,7,0,0,0,0,1,1
7,return count,0,1,12,0,0,0,0,0,0
9,"def toggle_kth_bit(n, k):",0,1,25,0,0,0,0,0,0
10,return n ^ (1 << (k - 1)),0,1,25,0,1,0,0,1,0
12,def main():,0,1,11,0,0,0,0,0,0
13,num = 5,0,0,7,0,0,0,0,0,1
14,print(bin(num)) ,0,0,16,0,0,0,0,0,0
15,"print(""Number of set bits:"", count_set_bits(num))",0,0,49,0,0,0,0,0,0
17,"new_num = toggle_kth_bit(num, 2)",1,0,32,0,0,0,0,0,1
19,"new_num_1 = toggle_kth_bit(num, 4)",0,0,34,0,0,0,0,0,1
20,"new_num_2 = toggle_kth_bit(num, 1)",0,0,34,0,0,0,0,0,1
21,"new_num_3 = toggle_kth_bit(num, 3)",1,0,34,0,0,0,0,0,1
23,for i in range(10):,0,1,19,0,0,0,0,0,0
24,"new_num_2 = toggle_kth_bit(num, 1)",0,0,34,0,0,0,0,0,1
25,print(bin(num)) ,0,0,16,0,0,0,0,0,0
26,"print(""Number of set bits:"", count_set_bits(num))",0,0,49,0,0,0,0,0,0
29,"    main()
",0,0,11,0,0,0,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,from inline import Here,0,1,23,0,0,0,0,0,0
13,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
16,def dec_to_alpha(num):,0,1,22,0,0,0,0,0,0
17,"base_num = """"",0,1,13,0,0,0,0,0,1
18,while num > 0:,0,1,14,0,0,0,0,0,0
19,dig = int(num % 36),0,0,19,0,0,0,0,0,1
20,if dig < 10:,0,1,12,0,0,0,0,0,0
21,base_num += str(dig),0,1,20,0,1,0,0,0,1
22,else:,0,1,5,0,0,0,0,0,0
23,base_num += chr(ord('a') + dig - 10),0,1,36,0,1,0,0,0,1
24,num //= 36,0,0,10,0,1,0,0,0,1
25,base_num = base_num[::-1]  ,0,1,27,0,1,0,0,0,1
26,return base_num,0,1,15,0,0,0,0,0,0
29,def encrypt(secret):,0,1,20,0,0,0,0,0,0
30,"encryption = int(secret, base=36)",0,1,33,0,0,0,0,0,0
31,key = len(secret),0,0,17,0,0,0,0,0,1
32,return encryption << key,0,1,24,0,0,0,0,1,0
34,"def decrypt(message, key):",0,1,26,0,0,0,0,0,0
35,"decryption = int(message, base=36)",0,1,34,0,0,0,0,0,0
36,return decryption >> key,0,1,24,0,0,0,0,1,0
38,"secrets = [""hello"", ""password"", ""something"", ""code"", ""reply""]",0,1,61,0,0,0,0,0,1
40,for iter in range(5):,0,1,21,0,0,0,0,0,0
42,secret = secrets[iter],0,0,22,0,0,0,0,0,1
43,key = len(secret),0,0,17,0,0,0,0,0,1
44,"print(""expected answer: "" + secret)",0,0,35,0,1,0,0,0,0
47,message = dec_to_alpha(encrypt(secret)),0,0,39,0,0,0,0,0,1
48,"print(""encrypted message: "" + message)",0,0,38,0,1,0,0,0,0
49,"print(""key: "" + str(key))",0,0,25,0,1,0,0,0,0
52,"res = dec_to_alpha(decrypt(message, key))",0,0,41,0,0,0,0,0,1
53,"print(""decrypted message: "" + res + ""\n"")",0,0,41,0,1,0,0,0,0
0,from typing import Optional,0,1,27,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,def dga(,0,1,8,0,0,0,0,0,0
4,"self,",0,0,5,0,0,0,0,0,0
5,"year: Optional[int] = None,",0,0,27,0,0,0,0,0,1
6,"month: Optional[int] = None,",0,0,28,0,0,0,0,0,1
7,"day: Optional[int] = None,",0,0,26,0,0,0,0,0,1
8,"tld: Optional[str] = None,",0,0,26,0,0,0,0,0,1
9,"length: Optional[int] = None,",0,0,29,0,0,0,0,0,1
10,) -> str:,0,0,9,0,1,0,0,0,0
11,"""""""Generates a domain name by given date",0,0,40,0,0,0,0,0,0
12,https://en.wikipedia.org/wiki/Domain_generation_algorithm,0,0,57,0,1,0,0,0,0
14,:type year: int,0,0,15,0,0,0,0,0,0
15,:type month: int,0,0,16,0,0,0,0,0,0
16,:type day: int,0,0,14,0,0,0,0,0,0
17,:type tld: str,0,0,14,0,0,0,0,0,0
18,:type length: int,0,0,17,0,0,0,0,0,0
19,:rtype: str,0,0,11,0,0,0,0,0,0
20,"""""""",0,0,3,0,0,0,0,0,0
22,"domain = """"",0,0,11,0,0,0,0,0,1
23,"year = year or self.random_int(min=1, max=9999)",0,0,47,0,0,0,0,0,0
24,"month = month or self.random_int(min=1, max=12)",0,0,47,0,0,0,0,0,0
25,"day = day or self.random_int(min=1, max=30)",0,0,43,0,0,0,0,0,0
26,tld = tld or self.tld(),0,0,23,0,0,0,0,0,1
27,"length = length or self.random_int(min=2, max=63)",0,0,49,0,0,0,0,0,0
29,for _ in range(length):,0,1,23,0,0,0,0,0,0
30,year = ((year ^ 8 * year) >> 11) ^ ((year & 0xFFFFFFF0) << 17),1,0,62,0,1,0,0,1,1
32,month = ((month ^ 4 * month) >> 25) ^ 16 * (month & 0xFFFFFFF8),1,0,63,0,1,0,0,1,1
34,day = ((day ^ (day << 13)) >> 19) ^ ((day & 0xFFFFFFFE) << 12),1,0,62,0,0,0,0,1,1
36,domain += chr(((year ^ month ^ day) % 25) + 97),1,0,47,0,1,0,0,1,1
39,"    return domain + ""."" + tld
",0,1,30,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def r_short(self) -> int:,0,1,25,0,1,0,0,0,0
3,buf = self.r_string(2),0,0,22,0,0,0,0,0,1
4,x = buf[0],0,0,10,0,0,0,0,0,1
5,x |= buf[1] << 8,1,0,16,0,0,0,0,1,1
7,x |= -(x & (1 << 15))  ,1,0,23,0,1,0,0,1,1
10,return x,0,1,8,0,0,0,0,0,0
13,def r_long(self) -> int:,0,1,24,0,1,0,0,0,0
14,buf = self.r_string(4),0,0,22,0,0,0,0,0,1
15,x = buf[0],0,0,10,0,0,0,0,0,1
16,x |= buf[1] << 8,0,0,16,0,0,0,0,1,1
17,x |= buf[2] << 16,0,0,17,0,0,0,0,1,1
18,x |= buf[3] << 24,0,0,17,0,0,0,0,1,1
20,"    return x
",0,1,13,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"def min_bit_flips(start: int, goal: int) -> int:",0,1,48,0,1,0,0,0,0
6,exor = start ^ goal,1,0,19,0,0,0,0,1,1
8,count = 0,0,0,9,0,0,0,0,0,1
9,while exor:,0,1,11,0,0,0,0,0,0
11,exor = exor & (exor - 1),0,0,24,0,1,0,0,1,1
13,count += 1,0,0,10,0,1,0,0,0,1
14,return count,0,1,12,0,0,0,0,0,0
17,x = 0,0,0,5,0,0,0,0,0,1
18,start = 1,0,0,9,0,0,0,0,0,1
19,goal = 2,0,0,8,0,0,0,0,0,1
22,"x = min_bit_flips(start, goal)",0,0,30,0,0,0,0,0,1
26,x = x | 1,0,0,9,0,0,0,0,1,1
30,a = 1,0,0,5,0,0,0,0,0,1
32,"demorgan = ~(a | b) == (~a & ~b)
",0,0,33,0,0,0,0,1,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def WriteComment(f, c, row, width, height, bottomReserved, fontsize, lifetime, styleid):",0,1,88,0,0,0,0,0,0
3,text = ASSEscape(c[3]),0,0,22,0,0,0,0,0,1
4,styles = [],0,0,11,0,0,0,0,0,1
5,if c[4] == 1:,0,1,13,0,0,0,0,0,0
6,styles.append(,0,0,14,0,0,1,0,0,0
7,"""\\an8\\pos(%(halfwidth)s, %(row)s)""",0,0,36,0,0,0,0,0,0
8,"% {""halfwidth"": round(width / 2), ""row"": row}",0,0,45,0,1,0,0,0,0
9,),0,0,1,0,0,0,0,0,0
10,elif c[4] == 2:,0,1,15,0,0,0,0,0,0
11,styles.append(,0,0,14,0,0,1,0,0,0
12,"""\\an2\\pos(%(halfwidth)s, %(row)s)""",0,0,36,0,0,0,0,0,0
13,% {,0,0,3,0,0,0,0,0,0
14,"""halfwidth"": round(width / 2),",0,0,30,0,1,0,0,0,0
15,"""row"": ConvertType2(row, height, bottomReserved),",0,0,49,0,0,0,0,0,0
16,},0,0,1,0,0,0,0,0,0
17,),0,0,1,0,0,0,0,0,0
18,elif c[4] == 3:,0,1,15,0,0,0,0,0,0
19,styles.append(,0,0,14,0,0,1,0,0,0
20,"""\\move(%(neglen)s, %(row)s, %(width)s, %(row)s)""",0,0,49,0,0,0,0,0,0
21,"% {""width"": width, ""row"": row, ""neglen"": -math.ceil(c[8])}",0,0,58,0,1,0,0,0,0
22,),0,0,1,0,0,0,0,0,0
23,else:,0,1,5,0,0,0,0,0,0
24,styles.append(,0,0,14,0,0,1,0,0,0
25,"""\\move(%(width)s, %(row)s, %(neglen)s, %(row)s)""",0,0,49,0,0,0,0,0,0
26,"% {""width"": width, ""row"": row, ""neglen"": -math.ceil(c[8])}",0,0,58,0,1,0,0,0,0
27,),0,0,1,0,0,0,0,0,0
28,if not (-1 < c[6] - fontsize < 1):,0,1,34,0,1,0,0,0,0
29,"styles.append(""\\fs%s"" % round(c[6]))",0,0,37,0,0,1,0,0,0
30,if c[5] != 0xFFFFFF:,0,1,20,0,0,0,0,0,1
31,styles.append(,0,0,14,0,0,1,0,0,0
32,"""\\c&H%02X%02X%02X&""",0,0,20,0,0,0,0,1,0
33,"% (c[5] & 0xFF, (c[5] >> 8) & 0xFF, (c[5] >> 16) & 0xFF)",0,0,56,0,0,0,0,1,0
34,),1,0,1,0,0,0,0,0,0
36,if c[5] == 0x000000:,0,1,20,0,0,0,0,0,0
37,"styles.append(""\\3c&HFFFFFF&"")",0,0,30,0,0,1,0,1,0
38,f.write(,0,0,8,0,0,0,0,0,0
39,"""Dialogue: 2,%(start)s,%(end)s,%(styleid)s,,0000,0000,0000,,{%(styles)s}%(text)s\n""",0,0,83,0,0,0,0,0,0
40,% {,0,0,3,0,0,0,0,0,0
41,"""start"": ConvertTimestamp(c[0]),",0,0,32,0,0,0,0,0,0
42,"""end"": ConvertTimestamp(c[0] + lifetime),",0,1,41,0,1,0,0,0,0
43,"""styles"": """".join(styles),",0,0,26,0,0,0,1,0,0
44,"""text"": text,",0,0,13,0,0,0,0,0,0
45,"""styleid"": styleid,",0,0,19,0,0,0,0,0,0
47,"    )
",0,0,6,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def FileHeader(self):,0,1,21,0,0,0,0,0,0
3,"""""""Return the per-file header as a string.""""""",0,1,45,0,1,0,0,0,0
4,dt = self.date_time,0,0,19,0,0,0,0,0,1
5,dosdate = (dt[0] - 1980) << 9 | dt[1] << 5 | dt[2],1,0,50,0,1,0,0,1,1
7,dostime = dt[3] << 11 | dt[4] << 5 | (dt[5] // 2),1,0,49,0,1,0,0,1,1
9,if self.flag_bits & 0x08:,0,1,25,0,0,0,0,1,0
11,CRC = compress_size = file_size = 0,0,0,35,0,0,0,0,0,0
12,else:,0,1,5,0,0,0,0,0,0
13,CRC = self.CRC,0,0,14,0,0,0,0,0,1
14,compress_size = self.compress_size,0,0,34,0,0,0,0,0,1
15,file_size = self.file_size,0,0,26,0,0,0,0,0,1
17,extra = self.extra,0,0,18,0,0,0,0,0,1
19,if file_size > ZIP64_LIMIT or compress_size > ZIP64_LIMIT:,0,1,58,0,0,0,0,0,0
22,"fmt = ""<HHQQ""",0,0,13,0,0,0,0,0,1
23,extra = extra + struct.pack(,0,0,28,0,1,0,0,0,1
24,"fmt, 1, struct.calcsize(fmt) - 4, file_size, compress_size",0,0,58,0,1,0,0,0,0
25,),0,0,1,0,0,0,0,0,0
26,file_size = 0xFFFFFFFF,0,0,22,0,0,0,0,0,1
27,compress_size = 0xFFFFFFFF,0,0,26,0,0,0,0,0,1
28,"self.extract_version = max(45, self.extract_version)",0,0,52,0,0,0,0,0,1
29,"self.create_version = max(45, self.extract_version)",0,0,51,0,0,0,0,0,1
31,"filename, flag_bits = self._encodeFilenameFlags()",0,0,49,0,0,0,1,0,1
32,header = struct.pack(,0,0,21,0,0,0,0,0,1
33,"structFileHeader,",0,0,17,0,0,0,0,0,0
34,"stringFileHeader,",0,0,17,0,0,0,0,0,0
35,"self.extract_version,",0,0,21,0,0,0,0,0,0
36,"self.reserved,",0,0,14,0,0,0,0,0,0
37,"flag_bits,",0,0,10,0,0,0,0,0,0
38,"self.compress_type,",0,0,19,0,0,0,0,0,0
39,"dostime,",0,0,8,0,0,0,0,0,0
40,"dosdate,",0,0,8,0,0,0,0,0,0
41,"CRC,",0,0,4,0,0,0,0,0,0
42,"compress_size,",0,0,14,0,0,0,0,0,0
43,"file_size,",0,0,10,0,0,0,0,0,0
44,"len(filename),",0,0,14,0,0,0,0,0,0
45,"len(extra),",0,0,11,0,0,0,0,0,0
47,"    return header + filename + extra
",0,1,37,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"def min_bit_flips(start: int, goal: int) -> int:",0,1,48,0,1,0,0,0,0
6,exor = start ^ goal,0,0,19,0,0,0,0,1,1
8,count = 0,0,0,9,0,0,0,0,0,1
9,while exor:,0,1,11,0,0,0,0,0,0
11,exor = exor & (exor - 1),0,0,24,0,1,0,0,1,1
13,count += 1,0,0,10,0,1,0,0,0,1
14,return count,0,1,12,0,0,0,0,0,0
17,x = 0,0,0,5,0,0,0,0,0,1
18,start = 1,0,0,9,0,0,0,0,0,1
19,goal = 2,0,0,8,0,0,0,0,0,1
22,"x = min_bit_flips(start, goal)",0,0,30,0,0,0,0,0,1
26,x = x | 1,0,0,9,0,0,0,0,1,1
30,a = 1,0,0,5,0,0,0,0,0,1
31,b = -1,0,0,6,0,1,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def sign(self, user, pw, clid):",0,1,31,0,0,0,0,0,0
3,a = 33,0,0,6,0,0,0,0,0,1
4,i = 1,0,0,5,0,0,0,0,0,1
5,s = 440123,0,0,10,0,0,0,0,0,1
6,w = 117,0,0,7,0,0,0,0,0,1
7,u = 1800000,0,0,11,0,0,0,0,0,1
8,l = 1042,0,0,8,0,0,0,0,0,1
9,b = 37,0,0,6,0,0,0,0,0,1
10,k = 37,0,0,6,0,0,0,0,0,1
11,c = 5,0,0,5,0,0,0,0,0,1
12,"n = ""0763ed7314c69015fd4a0dc16bbf4b90""  ",0,0,40,0,0,0,0,0,1
13,"y = ""8""  ",0,0,9,0,0,0,0,0,1
14,"r = ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36""  ",0,0,123,0,1,0,0,0,1
15,e = user  ,0,0,10,0,0,0,0,0,1
16,t = clid  ,0,0,10,0,0,0,0,0,1
18,"d = ""-"".join([str(mInt) for mInt in [a, i, s, w, u, l, b, k]])",0,1,62,0,1,0,1,0,1
19,p = n + y + d + r + e + t + d + n,0,0,33,0,1,0,0,0,1
20,h = p,0,0,5,0,0,0,0,0,1
22,m = 8011470,0,0,11,0,0,0,0,0,1
23,f = 0,0,0,5,0,0,0,0,0,1
25,"for f in range(f, len(h)):",0,1,26,0,0,0,0,0,0
26,m = (m >> 1) + ((1 & m) << 23),1,0,30,0,1,0,0,1,1
28,m += ord(h[f]),1,0,14,0,1,0,0,0,1
30,m &= 16777215,1,0,13,0,0,0,0,1,1
34,"out = str(y) + "":"" + str(d) + "":"" + format(m, ""x"") + "":"" + str(c)",0,1,65,0,1,0,1,0,1
36,"    return out
",0,1,15,0,0,0,0,0,0
